University Name,description,Link,web_address,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,overall_score,image_url,Country
University of Waterloo,"The University of Waterloo  is a public research university with a main campus in Waterloo, Ontario, Canada. The main campus is on 404 hectares  of land adjacent to uptown Waterloo and Waterloo Park. The univers",http://www.uwaterloo.ca/,https://www.timeshighereducation.com/world-university-rankings/university-waterloo,35,42.1,66.3,45.1,84.1,50.1,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/University_of_Waterloo_seal.svg/150px-University_of_Waterloo_seal.svg.png,Canada
University of Windsor,"The University of Windsor  is a public research university in Windsor, Ontario, Canada. It is Canada's southernmost university. It has approximately 17,500 students. The university was incorporated by the provincia",http://www.uwindsor.ca/,https://www.timeshighereducation.com/world-university-rankings/university-windsor,33.7,26.6,33.5,36.8,79.9,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Coat_of_Arms_of_the_University_of_Windsor.png/150px-Coat_of_Arms_of_the_University_of_Windsor.png,Canada
York University,"York University , also known as YorkU or simply YU,  is a public research university in Toronto, Ontario, Canada. It is Canada's third-largest university, and it has approximately 53,500 students, 7,000 faculty and staff,",http://www.yorku.ca/,https://www.timeshighereducation.com/world-university-rankings/york-university,28.2,37.6,50.7,45.4,75,38.8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Yorkunicrest1.png/130px-Yorkunicrest1.png,Canada
University of Basel,"The University of Basel  is a public research university in Basel, Switzerland. Founded on 4 April 1460, it is Switzerland's oldest university and among the world's oldest surviving universit",http://www.unibas.ch/,https://www.timeshighereducation.com/world-university-rankings/university-basel,43,41.2,91.4,99.4,96.1,62.4,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/University_of_Basel_Logo.png/250px-University_of_Basel_Logo.png,Switzerland
University of Fribourg,"The University of Fribourg  is a public university located in Fribourg, Switzerland.",http://www.unifr.ch/,https://www.timeshighereducation.com/world-university-rankings/university-fribourg,31.8,32.4,64.7,54.1,87.3,44.5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Universit%C3%A4t_Freiburg_%28Schweiz%29_logo.svg/220px-Universit%C3%A4t_Freiburg_%28Schweiz%29_logo.svg.png,Switzerland
University of Geneva,"The University of Geneva  is a public research university located in Geneva, Switzerland. It was founded in 1559 by French theologian John Calvin as a theological seminary. It remained focused on theology until the",http://www.unige.ch/,https://www.timeshighereducation.com/world-university-rankings/university-geneva,38.1,43.7,80.4,63.3,98.4,57.6,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Uni_GE_logo.svg/250px-Uni_GE_logo.svg.png,Switzerland
University of Lausanne,"The University of Lausanne  in Lausanne, Switzerland, was founded in 1537 as a school of Protestant theology, before being made a university in 1890. The university is the second oldest in Switzerland, and one",http://www.unil.ch/,https://www.timeshighereducation.com/world-university-rankings/university-lausanne,33.1,44.2,73.3,67.8,92.7,53.8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Logo_Universit%C3%A9_de_Lausanne.svg/220px-Logo_Universit%C3%A9_de_Lausanne.svg.png,Switzerland
Victoria University,Victoria University may refer to:,http://www.victoria-uni.ch/,https://www.timeshighereducation.com/world-university-rankings/victoria-university,24,26,75.3,42.8,77.9,44.5,0,Australia
Universidad del Desarrollo,"Universidad del Desarrollo  is a Chilean private university. Its main campus is in Santiago de Chile, with a secondary campus in Concepci�n.",http://www.udesarrollo.cl/,https://www.timeshighereducation.com/world-university-rankings/universidad-del-desarrollo,13.5,8.8,99.1,36.8,48.1,38.8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Logo_final_udd_tz.jpg/220px-Logo_final_udd_tz.jpg,Chile
Beijing Institute of Technology,"The Beijing Institute of Technology  is a public university in Haidian, Beijing, China. It is affiliated with the Ministry of Industry and Information Technology. The university is part of Project 211, Project 985, and the Double First-Class Con",http://www.bit.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/beijing-institute-technology,30.6,32.1,32.7,98.1,24.3,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Beijing_Institute_of_Technology_F.C.svg/150px-Beijing_Institute_of_Technology_F.C.svg.png,China (Mainland)
Beijing Normal University,"Beijing Normal University  is a public university in Beijing, China. It is affiliated with the Ministry of Education of China, and co-funded by the Ministry of Education and the Beijing Municipal People's Government. The university is part of Pr",http://www.bnu.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/beijing-normal-university,46.5,39.6,48.6,57.1,42.9,44.5,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Beijing_Normal_University_logo.svg/150px-Beijing_Normal_University_logo.svg.png,China (Mainland)
Central South University,"Central South University  is a public university in Changsha, Hunan, China. Funded and overseen by China's Ministry of Education, it is a member of Project 211, Project 985, and the Double First-Class Construction initiatives.",http://www.csu.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/central-south-university,32,33.9,56,84.1,26,38.8,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/CSU_xiaohui.png/150px-CSU_xiaohui.png,China (Mainland)
China Agricultural University,"China Agricultural University  is a public university in Haidian, Beijing, China. The university is affiliated with the Ministry of Education of China. It is part of Project 211, Project 985, and the Double First-Class Construction.",http://www.cau.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/china-agricultural-university,34.9,26.2,40.7,52.2,22,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/China_Agricultural_University_%28emblem%29.png/150px-China_Agricultural_University_%28emblem%29.png,China (Mainland)
Chongqing University,"Chongqing University  is a public university in Chongqing, China. It is affiliated with the Ministry of Education of China. The university is part of Project 211, Project 985, and the Double First-Class Construction.",http://www.cqu.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/chongqing-university,23.2,21.3,35.2,60.3,21.4,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Chongqing_University_Logo.png/150px-Chongqing_University_Logo.png,China (Mainland)
Dalian University of Technology,"The Dalian University of Technology  is a public university in Ganjingzi, Dalian, Liaoning, China. It is affiliated with the Ministry of Education. The university is part of Project 211, Project 985, and the Double First-Class Construction.",http://www.dlut.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/dalian-university-technology,24.6,23.7,40.2,77.1,28.5,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/DLUT_logo.png/150px-DLUT_logo.png,China (Mainland)
East China Normal University,"East China Normal University  is a public university in Shanghai, China. It is affiliated with the Ministry of Education and co-funded with the Shanghai Municipal People's Government. The university is part of Project 211, Project 985, and the",http://www.ecnu.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/east-china-normal-university,30.5,23.5,50.5,50.6,58.4,35.3,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/East_China_Normal_University_logo.svg/150px-East_China_Normal_University_logo.svg.png,China (Mainland)
East China University of Science and Technology,"The East China University of Science and Technology  is a public university located in Shanghai, China. It is affiliated with the Ministry of Education. The university is part of Project 211 and t",http://www.ecust.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/east-china-university-science-and-technology,22,19.1,44,56.1,17.9,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/ECUST_university_logo.png/150px-ECUST_university_logo.png,China (Mainland)
Fudan University,"Fudan University  is a public university in Shanghai, China. It is affiliated with the Ministry of Education and is co-funded with the Shanghai Municipal Government. The university is part of Project 211, Project 985, and the Double First-Class",http://www.fudan.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/fudan-university,61.9,58.6,68.1,58.6,44.8,61.4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Fudan_University_Logo.svg/150px-Fudan_University_Logo.svg.png,China (Mainland)
Fuzhou University,"Fuzhou University  is a provincial public university in Fuzhou, Fujian, China. It is affiliated with the Province of Fujian. The university is part of Project 211 and the Double First-Class Construction.",http://www.fzu.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/fuzhou-university,16.6,12.1,54.6,49.5,25.6,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Fuzhou_University_logo.png/150px-Fuzhou_University_logo.png,China (Mainland)
Guangdong University of Technology,"The Guangdong University of Technology  is a provincial public university in Guangzhou, Guangdong, China. The university is affiliated with and sponsored by the Guangdong Provincial People's Government",http://www.gdut.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/guangdong-university-technology,14.2,13.1,54.6,57.3,25.8,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Guangdong_University_of_Technology_Logo.svg/150px-Guangdong_University_of_Technology_Logo.svg.png,China (Mainland)
Guangxi University,"Guangxi University  is a provincial public university in Nanning, Guangxi, China. It is affiliated with the Guangxi Zhuang Autonomous Region and co-funded by the regional government and the Ministry of Education. The university is part of Proje",http://www.gxu.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/guangxi-university,16.1,11.3,17.9,42.8,20.6,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Guangxi_University_logo.png/150px-Guangxi_University_logo.png,China (Mainland)
Harbin Institute of Technology,"The Harbin Institute of Technology  is a public science and engineering university in Nan'gang, Harbin, Heilongjiang, China. It is one of the top universities in China and now affiliated with the Ministry of Industry and Information Technology.",http://www.hit.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/harbin-institute-technology,39.5,36.8,44,99.3,36.7,38.8,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Harbin_Institute_of_Technology_%28crest%29.gif/150px-Harbin_Institute_of_Technology_%28crest%29.gif,China (Mainland)
Huazhong Agricultural University,"Huazhong Agricultural University  is a public university in Wuhan, Hubei, China. It is affiliated with the Ministry of Education. The university is part of Project 211 and the Double First-Class Construction.",http://www.hzau.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/huazhong-agricultural-university,21.8,15.1,49.7,43.1,22.5,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/HZAU-Niaokan.jpg/250px-HZAU-Niaokan.jpg,China (Mainland)
Huazhong University of Science and Technology,"The Huazhong University of Science and Technology  is a public university in Wuhan, Hubei, China. It is affiliated with the Ministry of Education of China. The university is part of Project 985, Project 211, and the Double First-Class C",http://www.hust.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/huazhong-university-science-and-technology,41,39.1,59.8,90.4,25.8,44.5,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Hustseals.png/150px-Hustseals.png,China (Mainland)
Hunan University,"Hunan University  is a public university in Yuelu, Changsha, Hunan, China. It is affiliated with the Ministry of Education. The university is part of Project 211, Project 985, and the Double First-Class Construction.",http://www.hunu.edu.cn/,https://www.timeshighereducation.com/world-university-rankings/hunan-university,23.6,24.1,74.9,52.6,22.4,38.8,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Hunan_University_logo.png/150px-Hunan_University_logo.png,China (Mainland)
